"Period","Year","Month","Flow","Port","Region","Volume (10^3m3)","Volume (MCF)","Value (CN$)","Value (US$)","Price (CN$/GJ)","Price (US$/MMBTU)"
"09/01/1992","1992","September","Imports","Iroquois","East","4929.000000","173998.441109523352292","476561.00","389896.33","2.57","2.22"
"09/01/1992","1992","September","Imports","Niagara Falls","East","154324.100000","5447789.171359341199328","14649146.00","11985135.70","2.51","2.17"
"09/01/1992","1992","September","Imports","Ojibway (Windsor)","MidWest","84653.800000","2988360.566848725494071","8117104.00","6640973.67","2.57","2.22"
"09/01/1992","1992","September","Imports","Sarnia","MidWest","41027.200000","1448299.623268134810137","2313427.00","1892720.34","1.49","1.29"
"09/01/1992","1992","September","Imports","St Clair","MidWest","32170.200000","1135639.003891578037718","2328515.00","1905064.52","1.91","1.65"
"09/01/1992","1992","September","Imports","Total","Total","317114.000000","11194429.225807544803977","27885455.11","22814364.98","2.33","2.01"
"10/01/1992","1992","October","Exports","Aden","MidWest","14996.000000","529373.224361617405351","809142.00","649898.34","1.44","1.22"
"10/01/1992","1992","October","Exports","Cardston","MidWest","36730.300000","1296614.920163344610806","1665375.30","1337620.15","1.20","1.02"
"10/01/1992","1992","October","Exports","Cornwall","East","26541.600000","936944.009850380403164","3522309.90","2829099.66","3.50","2.97"
"10/01/1992","1992","October","Exports","Emerson","MidWest","877612.500000","30980565.408446249343380","98995730.75","79512818.53","2.97","2.52"
"10/01/1992","1992","October","Exports","Highwater","East","21691.700000","765737.874825613248309","2982878.13","2395831.07","3.63","3.07"
"10/01/1992","1992","October","Exports","Huntingdon","West","613229.600000","21647594.733661302803155","41348110.43","33210571.57","1.75","1.48"
"10/01/1992","1992","October","Exports","Iroquois","East","446903.500000","15776123.417810888511081","50421391.77","40498180.51","3.00","2.54"
"10/01/1992","1992","October","Exports","Kingsgate","West","1035696.700000","36561089.726572869657541","85890044.26","68986404.27","2.19","1.86"
"10/01/1992","1992","October","Exports","Monchy","MidWest","1020055.900000","36008954.441990635360819","98481932.96","79100139.01","2.53","2.14"
"10/01/1992","1992","October","Exports","Niagara Falls","East","599254.400000","21154256.731187411394567","69140001.07","55532863.05","3.05","2.58"
"10/01/1992","1992","October","Exports","Philipsburg","East","17811.500000","628763.082536472953815","2306718.00","1852743.03","3.42","2.90"
"10/01/1992","1992","October","Exports","Reagan Field","MidWest","358.300000","12648.334641822320374","21259.00","17075.11","1.27","1.07"
"10/01/1992","1992","October","Exports","Sarnia","MidWest","1416.400000","50000.282407695044874","132531.00","106448.16","2.51","2.13"
